"EnteDiCompetenza";"Provincia";"Comune";"DenominazioneIndirizzo";"NumeroCivico";"CodiceEdificioRilevazione";"CodiceEdificioRegionePiemonte";"AnnoDiCostruzione";"AnnoDiCostruzioneSND";"AnnoEsattoDiCostruzione";"CopiaArchivioSiNo";"ContaEdifici";""
"Comune";"Alessandria";"Pontestura";"Corso XVII Ottobre";"1";"1";"0061330001";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Alessandria";"Pontestura";"Via Vittorio Veneto";"4";"2";"0061330002";"Anno specificare";"Si";"1954";"No";"1";""
"Comune";"Alessandria";"Pecetto Di Valenza";"VIA GHILINI";"4";"2";"0061280001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Alessandria";"Pasturana";"Via Pertini";"1";"1";"0061270002";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Alessandria";"Ozzano Monferrato";"Via Raffaldi";"4";"1";"0061230001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Pecetto Di Valenza";"VIA ROMA ";"2";"1";"0061280002";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Alessandria";"Ponzone";"VIA S. ANNA";"12";"61362001";"0061360002";"Anno specificare";"Si";"1800";"No";"1";""
"Comune";"Alessandria";"Ponzone";"VIA GRATAROLA";"11/A";"ALEE010029";"0061360003";"Anno specificare";"Si";"1800";"No";"1";""
"Comune";"Alessandria";"Pozzolo Formigaro";"Piazza Castello";"3";"2";"0061380001";"Anno specificare";"Si";"1965";"No";"1";""
"Comune";"Alessandria";"Pozzolo Formigaro";"VIA ALIGHIERI DANTE";"1";"3";"0061380003";"Anno specificare";"Si";"1968";"No";"1";""
"Comune";"Alessandria";"Predosa";"via circonvallazione";"13";"3";"0061400003";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Predosa";"Via Gramsci";"23";"4";"0061400004";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Predosa";"VIALE MARCONI GUGLIELMO";"1";"2";"0061400002";"Anno specificare";"Si";"1914";"No";"1";""
"Comune";"Alessandria";"Quattordio";"Piazza Marconi";"1";"1";"0061420001";"Anno specificare";"Si";"1965";"No";"1";""
"Comune";"Alessandria";"Pozzolo Formigaro";"VIA ODDINI GIAN BATTISTA";"1";"1B";"0061380004";"Anno specificare";"Si";"2010";"No";"1";""
"Comune";"Alessandria";"Rocca Grimalda";"Via Parasio";"27";"1";"0061470001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Quargnento";"Piazza I MAGGIO";"17";"1";"0061410001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Pozzolo Formigaro";"VIA ODDINI GIAN BATTISTA";"1";"1";"0061380002";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Rivalta Bormida";"PIAZZA MARCONI GUGLIELMO";"5";"02";"0061440002";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Rivalta Bormida";"Via IV NOVEMBRE";"2";"01";"0061440001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Rocchetta Ligure";"Strada Privata";"1";"01";"0061480001";"Anno specificare";"Si";"1977";"No";"1";""
"Comune";"Alessandria";"Rosignano Monferrato";"Via Castelli";"1";"MEDIA";"0061490002";"Anno specificare";"Si";"1952";"No";"1";""
"Comune";"Alessandria";"San Cristoforo";"VIA IRMO FERRARI";"16C";"1";"0061520001";"Anno specificare";"Si";"1950";"No";"1";""
"Comune";"Alessandria";"Sale";"via Bellisomi";"s.n.c.";"02";"0061510004";"Anno specificare";"Si";"2003";"No";"1";""
"Comune";"Alessandria";"Sale";"Via COLOMBAROLA";"S.N.C.";"04 PAL.";"0061510001";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Alessandria";"Sale";"Via Bellisomi";"58";"01";"0061510002";"Anno specificare";"Si";"1933";"No";"1";""
"Comune";"Alessandria";"Sale";"Via Colombarola";"3";"03";"0061510003";"Anno specificare";"Si";"1957";"No";"1";""
"Comune";"Alessandria";"Rosignano Monferrato";"Via Roma";"1";"ELEMENTARE";"0061490001";"Anno specificare";"Si";"1953";"No";"1";""
"Comune";"Alessandria";"San Salvatore Monferrato";"Via Cavalli";"23";"0061540001";"0061540003";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"San Giorgio Monferrato";"Via Sanlorenzo";"2";"1";"0061530001";"Anno specificare";"Si";"1962";"No";"1";""
"Comune";"Alessandria";"San Sebastiano Curone";"Via TELECCO";"8";"AL00107";"0061550001";"Anno specificare";"Si";"1982";"No";"1";""
"Comune";"Alessandria";"San Salvatore Monferrato";"Via Cavalli";"23";"0061540002";"0061540002";"Anno specificare";"Si";"1981";"No";"1";""
"Comune";"Alessandria";"San Salvatore Monferrato";"VIA CAVALLI";"10";"0061540003";"0061540001";"Anno specificare";"Si";"1967";"No";"1";""
"Comune";"Alessandria";"Sarezzano";"Piazza Marconi";"4";"2";"0061580002";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Alessandria";"Sarezzano";"Piazza MARCONI";"4/A";"1";"0061580001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Alessandria";"Serravalle Scrivia";"Via San Rocco";"1";"ICEM001";"0061600002";"Anno specificare";"Si";"1982";"No";"1";""
"Comune";"Alessandria";"Serravalle Scrivia";"Via San Rocco";"1";"ICEM002";"0061600004";"Anno specificare";"Si";"1982";"No";"1";""
"Comune";"Alessandria";"Serralunga Di Crea";"LARGO DE GASPERI ALCIDE";"4";"1";"0061590001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Alessandria";"Solero";"via Di Vittorio";"6";"SOLERO_2";"0061630001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Serralunga Di Crea";"LARGO DE GASPERI ALCIDE";"5";"2";"0061590002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Alessandria";"Solero";"Piazza Regina Elena";"1";"SOLERO_1";"0061630002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Sezzadio";"Via Romita";"1";"AL000166";"0061610001";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Alessandria";"Silvano D'Orba";"Piazza Alcide De Gasperi";"6- 8 - 10";"1";"0061620002";"Anno specificare";"Si";"1929";"No";"1";""
"Comune";"Alessandria";"Serravalle Scrivia";"Via Abbazia";"1";"ICSI001";"0061600003";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Alessandria";"Spigno Monferrato";"VIALE MICHELE BAROSIO";"1";"1";"0061650002";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Alessandria";"Stazzano";"PIAZZA RISORGIMENTO";"38384";"1";"0061670001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Alessandria";"Spigno Monferrato";"Piazza IV Novembre";"1";"2";"0061650001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Tassarolo";"Vicolo MADDALENA";"8";"01";"0061700002";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Strevi";"Piazza PIAZZA MATTEOTTI";"8";"2";"0061680001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Terruggia";"Via Marconi";"3-5";"1";"0061710001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Stazzano";"VIA VERDI GIUSEPPE";"27";"3";"0061670003";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Alessandria";"Stazzano";"VIA REGINA ELENA";"2";"2";"0061670002";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Strevi";"Piazza PIAZZA MATTEOTTI";"8";"1";"0061680002";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Tagliolo Monferrato";"Via Morella";"23";"01";"0061690001";"Anno specificare";"Si";"1957";"No";"1";""
"Comune";"Alessandria";"Ticineto";"via pasino";"25";"1";"0061730003";"Anno specificare";"Si";"120";"No";"1";""
"Comune";"Alessandria";"Tortona";"CORSO CAVOUR CAMILLO BENSO";"6/A";"8";"0061740014";"Anno specificare";"Si";"1963";"No";"1";""
"Comune";"Alessandria";"Ticineto";"Via MAMELI";"28";"3";"0061730002";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Alessandria";"Ticineto";"VIA LANZA";"4";"2";"0061730001";"Anno specificare";"Si";"1960";"No";"1";""
"Comune";"Alessandria";"Tortona";"VIALE DE GASPERI ALCIDE";"1/C";"3";"0061740009";"Anno specificare";"Si";"1976";"No";"1";""
"Comune";"Alessandria";"Tortona";"Via Bidone";"4";"2";"0061740008";"Anno specificare";"Si";"1935";"No";"1";""
"Comune";"Alessandria";"Tortona";"VIALE EINAUDI LUIGI";"10";"6";"0061740012";"Anno specificare";"Si";"1977";"No";"1";""
"Comune";"Alessandria";"Tortona";"Corso Romita";"18";"5";"0061740011";"Anno specificare";"Si";"1906";"No";"1";""
"Comune";"Alessandria";"Tortona";"Strada Provinciale per Pozzolo Formigaro";"31/33";"1";"0061740007";"Anno specificare";"Si";"1930";"No";"1";""
"Comune";"Alessandria";"Tortona";"Viale Kennedy";"12";"9";"0061740015";"Anno specificare";"Si";"1961";"No";"1";""
"Comune";"Alessandria";"Tortona";"Viale Kennedy";"14";"7";"0061740013";"Anno specificare";"Si";"1961";"No";"1";""
"Comune";"Alessandria";"Valenza";"Via Camurati";"35";"7";"0061770002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Alessandria";"Valenza";"Viale Vittorio Veneto";"7";"1";"0061770009";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Alessandria";"Valenza";"Via Noce";"60";"6";"0061770005";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Alessandria";"Valenza";"Via Paolo De Michelis";"1";"5";"0061770013";"Anno specificare";"Si";"1968";"No";"1";""
"Comune";"Alessandria";"Tortona";"Viale Kennedy";"6";"4";"0061740010";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Alessandria";"Valenza";"Via Paolo De Michelis";"1";"3";"0061770011";"Anno specificare";"Si";"1968";"No";"1";""
"Comune";"Alessandria";"Valenza";"Via Paolo De Michelis";"1";"4";"0061770012";"Anno specificare";"Si";"1968";"No";"1";""
"Comune";"Alessandria";"Valmacca";"Via Dietro Castello";"9/A";"2";"0061780001";"Anno specificare";"Si";"1963";"No";"1";""
"Comune";"Alessandria";"Valenza";"Via Paolo De Michelis";"2";"2";"0061770010";"Anno specificare";"Si";"1968";"No";"1";""
"Comune";"Alessandria";"Valmacca";"Piazza Bisio";"21";"1";"0061780002";"Anno specificare";"Si";"1900";"No";"1";""
"Comune";"Alessandria";"Vignale Monferrato";"VIA BERGAMASCHINO ALDO";"13";"02";"0061790002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Viguzzolo";"Via Gramsci";"snc";"2";"0061810003";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Alessandria";"Villalvernia";"Via ROMA";"8";"2";"0061830002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Alessandria";"Viguzzolo";"Via Roma";"9";"3";"0061810002";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Viguzzolo";"Via Marconi";"62";"1";"0061810001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Alessandria";"Villanova Monferrato";"Via alessandria";"2/4";"2";"0061850004";"Anno specificare";"Si";"2006";"No";"1";""
"Comune";"Alessandria";"Vignole Borbera";"Viale TORINO";"7";"1";"0061800001";"Anno specificare";"Si";"1963";"No";"1";""
"Comune";"Alessandria";"Vignale Monferrato";"VIA BERGAMASCHINO ALDO";"15";"03";"0061790003";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Alessandria";"Vignale Monferrato";"VIA MANZONI ALESSANDRO";"38/3";"01";"0061790001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Villalvernia";"PIAZZA UMBERTO I";"12";"1";"0061830001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Villaromagnano";"Piazza XXV Aprile";"1";"1";"0061860001";"Anno specificare";"Si";"1930";"No";"1";""
"Comune";"Alessandria";"Villanova Monferrato";"Via Alessandria";"6";"1";"0061850003";"Anno specificare";"Si";"1998";"No";"1";""
"Comune";"Alessandria";"Volpedo";"Via Mazzini";"32";"1";"0061880002";"Anno specificare";"Si";"1911";"No";"1";""
"Comune";"Alessandria";"Visone";"Via PITTAVINO";"7";"01";"0061870001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Antignano";"via Gonella";"17";"0050031001";"0050030001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Alessandria";"Visone";"Via PITTAVINO";"20";"02";"0061870002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Antignano";"via Garibaldi";"11";"0050032002";"0050030002";"Anno specificare";"Si";"1990";"No";"1";""
"Comune";"Asti";"Albugnano";"Via Roma";"9";"4";"0050020001";"Anno specificare";"Si";"1935";"No";"1";""
"Comune";"Asti";"Agliano Terme";"Piazza Roma";"9";"1";"0050010001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Asti";"Agliano Terme";"Via Cristoforo Colombo";"1";"2";"0050010002";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Alessandria";"Voltaggio";"Via SAN GIOVANNI DE ROSSI";"2";"01";"0061900001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"Corso XXV APRILE";"2";"30";"0050050032";"Anno specificare";"Si";"1932";"No";"1";""
"Comune";"Asti";"Asti";"Corso GENOVA";"24";"32";"0050050031";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"Corso GENOVA";"24";"37";"0050050060";"Anno specificare";"Si";"2000";"No";"1";""
"Comune";"Asti";"Asti";"Corso XXV APRILE";"150";"31";"0050050033";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Asti";"Asti";"CORSO ALIGHIERI DANTE";"88";"1";"0050050004";"Anno specificare";"Si";"1934";"No";"1";""
"Comune";"Asti";"Asti";"Corso ALBA";"260";"15";"0050050021";"Anno specificare";"Si";"1934";"No";"1";""
"Comune";"Asti";"Asti";"Corso XXV APRILE";"151";"18";"0050050037";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Asti";"Asti";"C.so XXV Aprile";"2";"35";"0050050058";"Anno specificare";"Si";"1993";"No";"1";""
"Comune";"Asti";"Asti";"Corso XXV APRILE";"210";"21";"0050050038";"Anno specificare";"Si";"1964";"No";"1";""
"Comune";"Asti";"Asti";"C.so XXV Aprile";"151";"19";"0050050015";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Asti";"Asti";"Frazione CASTIGLIONE";"44";"29";"0050050036";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"Piazzetta MONTAFIA";"2";"12";"0050050016";"Anno specificare";"Si";"1958";"No";"1";""
"Comune";"Asti";"Asti";"Frazione SERRAVALLE";"25";"22";"0050050023";"Anno specificare";"Si";"1930";"No";"1";""
"Comune";"Asti";"Asti";"Piazza SANTA CATERINA";"1";"17";"0050050018";"Anno specificare";"Si";"1998";"No";"1";""
"Comune";"Asti";"Asti";"Piazza VITTORIO VENETO";"6";"4";"0050050010";"Anno specificare";"Si";"1930";"No";"1";""
"Comune";"Asti";"Asti";"FRAZIONE STAZIONE PORTACOMARO";"10";"3";"0050050008";"Anno specificare";"Si";"1920";"No";"1";""
"Comune";"Asti";"Asti";"Via CECCHIN";"14";"23";"0050050056";"Anno specificare";"Si";"1998";"No";"1";""
"Comune";"Asti";"Asti";"Via CARLO ALBERTO DALLA CHIESA";"15";"16";"0050050017";"Anno specificare";"Si";"1997";"No";"1";""
"Comune";"Asti";"Asti";"Via COMENTINA";"10";"13";"0050050020";"Anno specificare";"Si";"1963";"No";"1";""
"Comune";"Asti";"Asti";"Via CECCHIN";"14";"24";"0050050027";"Anno specificare";"Si";"1998";"No";"1";""
"Comune";"Asti";"Asti";"Via FENOGLIO";"11";"38";"0050050061";"Anno specificare";"Si";"1972";"No";"1";""
"Comune";"Asti";"Asti";"Via FENOGLIO";"11";"26";"0050050025";"Anno specificare";"Si";"1972";"No";"1";""
"Comune";"Asti";"Asti";"Via GALVANI";"3";"36";"0050050059";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Asti";"Asti";"Via CROCE VERDE";"4";"14";"0050050019";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Asti";"Asti";"Via CROCE VERDE";"4";"39";"0050050062";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"VIA GOLTIERI LUIGI CAMILLO";"9";"33";"0050050034";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"Via Gancia";"5";"34";"0050050057";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"Via GALVANI";"3";"6";"0050050009";"Anno specificare";"Si";"1980";"No";"1";""
"Comune";"Asti";"Asti";"Via MONTI";"25";"25";"0050050026";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Asti";"Asti";"Viale VITTORIA";"9";"7";"0050050014";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"Via MILLIAVACCA";"7";"5";"0050050005";"Anno specificare";"Si";"1973";"No";"1";""
"Comune";"Asti";"Asti";"Via RABIOGLIO";"2";"20";"0050050024";"Anno specificare";"Si";"1966";"No";"1";""
"Comune";"Asti";"Asti";"Via Tosi";"30";"8";"0050050063";"Anno specificare";"Si";"1964";"No";"1";""
"Comune";"Asti";"Asti";"Via VIGNA";"16";"11";"0050050011";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"Via SOTTORIPA";"25";"28";"0050050029";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Asti";"Asti";"Via SALVO D'ACQUISTO";"18";"2";"0050050007";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Asti";"Asti";"Via SANT'EVASIO";"60";"9";"0050050012";"Anno specificare";"Si";"1964";"No";"1";""
"Comune";"Asti";"Baldichieri D'Asti";"VIA CAVOUR CAMILLO BENSO";"7";"005007001";"0050070001";"Anno specificare";"Si";"1987";"No";"1";""
"Comune";"Asti";"Asti";"Via PIGLIONE";"6";"27";"0050050028";"Anno specificare";"Si";"1928";"No";"1";""
"Comune";"Asti";"Baldichieri D'Asti";"VIA CAVOUR CAMILLO BENSO";"7";"005007002";"0050070002";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Asti";"Buttigliera D'Asti";"via principe di piemonte";"103";"4";"0050120006";"Anno specificare";"Si";"2003";"No";"1";""
"Comune";"Asti";"Bubbio";"Piazza Scuole";"1";"1";"0050110002";"Anno specificare";"Si";"1913";"No";"1";""
"Comune";"Asti";"Buttigliera D'Asti";"Piazza Vittorio Veneto";"3";"3";"0050120002";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Baldichieri D'Asti";"Via DON BORGNINO";"1";"005007003";"0050070003";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Buttigliera D'Asti";"Via XXIV Maggio";"20";"2B";"0050120005";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Calamandrana";"VIA ROMA";"85";"1";"0050130001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Buttigliera D'Asti";"Via XXIV Maggio";"20";"2A";"0050120004";"Anno specificare";"Si";"1975";"No";"1";""
"Comune";"Asti";"Buttigliera D'Asti";"via riva ";"8";"1";"0050120003";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Calamandrana";"via roma";"85";"2";"0050130002";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Asti";"Calosso";"PIAZZA SANT'ALESSANDRO";"3";"1";"0050150001";"Anno specificare";"Si";"1962";"No";"1";""
"Comune";"Asti";"Canelli";"Piazza Della Repubblica";"2";"4";"0050170007";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Asti";"Calliano";"Via ROMA";"119";"AT000098";"0050140001";"Anno specificare";"Si";"1974";"No";"1";""
"Comune";"Asti";"Calamandrana";"VIA ROMA";"85";"3 MENSA";"0050130003";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Asti";"Canelli";"Via Luigi Bosca";"97";"5";"0050170001";"Anno specificare";"Si";"1971";"No";"1";""
"Comune";"Asti";"Canelli";"Via Carlo Alberto Dalla Chiesa";"1";"1";"0050170004";"Anno specificare";"Si";"1979";"No";"1";""
"Comune";"Asti";"Castagnole delle Lanze";"via Roma";"16";"ELEMENTARE";"0050220001";"Anno specificare";"Si";"1934";"No";"1";""
"Comune";"Asti";"Castagnole delle Lanze";"Via VALLE";"2";"MATERNA";"0050220003";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Castel Boglione";"Via ROMA";"8";"2";"0050240003";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Canelli";"Via Solferino";"114";"2";"0050170009";"Anno specificare";"Si";"1958";"No";"1";""
"Comune";"Asti";"Castagnole delle Lanze";"Piazza Giovannone";"1";"MEDIA";"0050220002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Asti";"Castel Boglione";"Strada ALBERA";"1";"1";"0050240002";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Castell'Alfero";"VIA CASALE";"97";"4";"0050250002";"Anno specificare";"Si";"2000";"No";"1";""
"Comune";"Asti";"Castell'Alfero";"Via Casale";"97";"3";"0050250001";"Anno specificare";"Si";"1995";"No";"1";""
"Comune";"Asti";"Castell'Alfero";"VIA PASTRONE CANONICO";"15";"2";"0050250004";"Anno specificare";"Si";"1900";"No";"1";""
"Comune";"Asti";"Castelnuovo Calcea";"Via ROMA";"21";"1";"0050300001";"Anno specificare";"Si";"1972";"No";"1";""
"Comune";"Asti";"Castelnuovo Belbo";"Via Garibaldi";"6";"1";"0050290001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Asti";"Castello Di Annone";"Via Aldo Leone";"17";"1";"0050280001";"Anno specificare";"Si";"1996";"No";"1";""
"Comune";"Asti";"Castelnuovo Don Bosco";"VIA MERCANDILLO";"5";"6";"0050310001";"Anno specificare";"Si";"1950";"No";"1";""
"Comune";"Asti";"Cinaglio";"Via Roma";"5";"001";"0050390002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Asti";"Cocconato";"via Garibaldi";"11";"2";"0050420002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Cellarengo";"Via delle Scuole";"15";"1";"0050330001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Castelnuovo Don Bosco";"VIA MERCANDILLO";"22";"5";"0050310003";"Anno specificare";"Si";"1860";"No";"1";""
"Comune";"Asti";"Castelnuovo Don Bosco";"VIA MERCANDILLO";"12";"7";"0050310002";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Asti";"Cisterna D'Asti";"Via DUCA D'AOSTA";"15";"1";"0050400001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Asti";"Cisterna D'Asti";"Via GIOVANNI XXIII";"1";"2";"0050400002";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Cocconato";"Piazza Melchiorre Giordano";"1";"1";"0050420001";"Anno specificare";"Si";"1961";"No";"1";""
"Comune";"Asti";"Costigliole D'Asti";"Piazza Medici del Vascello";"1";"1";"0050500003";"Anno specificare";"Si";"1930";"No";"1";""
"Comune";"Asti";"Cortiglione";"Piazza VITTORIO  EMANUELE";"7";"01";"0050480001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Cortanze";"VICOLO TRIESTE";"1";"001";"0050460002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Asti";"Costigliole D'Asti";"Via Alba";"52";"2";"0050500004";"Anno specificare";"Si";"1965";"No";"1";""
"Comune";"Asti";"Ferrere";"VIA IV NOVEMBRE";"4";"0050530001";"0050530002";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Costigliole D'Asti";"Via Alba";"47";"3";"0050500001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Asti";"Costigliole D'Asti";"Via Cassanello";"9";"4";"0050500002";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Asti";"Dusino San Michele";"CORSO UMBERTO I";"65";"0050520001";"0050520001";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Asti";"Dusino San Michele";"CORSO UMBERTO I";"65";"0050520002";"0050520002";"Anno specificare";"Si";"1998";"No";"1";""
"Comune";"Asti";"Frinco";"Regione San Firmino";"1";"001";"0050550001";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Asti";"Incisa Scapaccino";"PIAZZA CANTINA SOCIALE";"69";"10";"0050580001";"Anno specificare";"Si";"1993";"No";"1";""
"Comune";"Asti";"Mombaruzzo";"Via Savona";"16";"3";"0050650002";"Anno specificare";"Si";"1958";"No";"1";""
"Comune";"Asti";"Incisa Scapaccino";"PIAZZA FERRARO";"9/10";"11";"0050580002";"Anno specificare";"Si";"1970";"No";"1";""
"Comune";"Asti";"Mombaruzzo";"VIA SAVONA";"20";"5";"0050650005";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Comune";"Asti";"Isola D'Asti";"VIA SCARABOSIO";"1";"1";"0050590001";"Anno specificare";"Si";"1954";"No";"1";""
"Comune";"Asti";"Loazzolo";"VIA UMBERTO I";"1";"1";"0050600001";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Comune";"Asti";"Mombaruzzo";"Via Savona";"18";"4";"0050650004";"Anno specificare";"Si";"1997";"No";"1";""
"Comune";"Asti";"Mombaruzzo";"VIA XX SETTEMBRE";"29";"1";"0050650001";"1 -  prima dell'Ottocento";"Si";"";"No";"1";""
