"Anno","Provincia","Comune","Grado Scolastico","Conta","Num. Tot Sezioni","Num Tot Maschi","Num Tot Femmine","Totale","Conta","Tot Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr. T","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr.","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr."
"2012-2013","TORINO","SAN GIORIO DI SUSA","2 - Scuola primaria","0","","","","","1","5","24","19","43","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GIUSTO CANAVESE","1 - Scuola dell'infanzia","1","3","52","42","94","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GIUSTO CANAVESE","2 - Scuola primaria","0","","","","","1","10","90","81","171","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GIUSTO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","51","52","103","0","","","",""
"2012-2013","TORINO","SAN MARTINO CANAVESE","1 - Scuola dell'infanzia","1","1","17","7","24","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN MAURIZIO CANAVESE","1 - Scuola dell'infanzia","5","11","159","132","291","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN MAURIZIO CANAVESE","2 - Scuola primaria","0","","","","","2","22","231","261","492","0","","","","","0","","","",""
"2012-2013","TORINO","SAN MAURIZIO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","116","145","261","0","","","",""
"2012-2013","TORINO","SAN MAURO TORINESE","1 - Scuola dell'infanzia","8","25","312","303","615","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN MAURO TORINESE","2 - Scuola primaria","0","","","","","4","40","447","456","903","0","","","","","0","","","",""
"2012-2013","TORINO","SAN MAURO TORINESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","25","294","283","577","0","","","",""
"2012-2013","TORINO","SAN PIETRO VAL LEMINA","1 - Scuola dell'infanzia","1","2","28","22","50","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN PIETRO VAL LEMINA","2 - Scuola primaria","0","","","","","1","5","35","31","66","0","","","","","0","","","",""
"2012-2013","TORINO","SAN RAFFAELE CIMENA","1 - Scuola dell'infanzia","1","3","44","40","84","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN RAFFAELE CIMENA","2 - Scuola primaria","0","","","","","1","9","75","84","159","0","","","","","0","","","",""
"2012-2013","TORINO","SAN RAFFAELE CIMENA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","51","70","121","0","","","",""
"2012-2013","TORINO","SAN SEBASTIANO DA PO","1 - Scuola dell'infanzia","1","2","26","15","41","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN SEBASTIANO DA PO","2 - Scuola primaria","0","","","","","1","5","58","47","105","0","","","","","0","","","",""
"2012-2013","TORINO","SAN SECONDO DI PINEROLO","1 - Scuola dell'infanzia","2","4","46","34","80","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN SECONDO DI PINEROLO","2 - Scuola primaria","0","","","","","1","9","62","96","158","0","","","","","0","","","",""
"2012-2013","TORINO","SAN SECONDO DI PINEROLO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","95","113","208","0","","","",""
"2012-2013","TORINO","SANT'AMBROGIO DI TORINO","1 - Scuola dell'infanzia","2","6","81","71","152","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SANT'AMBROGIO DI TORINO","2 - Scuola primaria","0","","","","","2","11","101","107","208","0","","","","","0","","","",""
"2012-2013","TORINO","SANT'AMBROGIO DI TORINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","67","68","135","0","","","",""
"2012-2013","TORINO","SANT'ANTONINO DI SUSA","1 - Scuola dell'infanzia","1","5","62","65","127","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SANT'ANTONINO DI SUSA","2 - Scuola primaria","0","","","","","1","10","99","87","186","0","","","","","0","","","",""
"2012-2013","TORINO","SANT'ANTONINO DI SUSA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","10","94","106","200","0","","","",""
"2012-2013","TORINO","SANTENA","1 - Scuola dell'infanzia","2","12","174","132","306","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SANTENA","2 - Scuola primaria","0","","","","","3","24","254","251","505","0","","","","","0","","","",""
"2012-2013","TORINO","SANTENA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","14","116","147","263","0","","","",""
"2012-2013","TORINO","SAUZE D'OULX","1 - Scuola dell'infanzia","1","1","15","12","27","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAUZE D'OULX","2 - Scuola primaria","0","","","","","1","5","20","28","48","0","","","","","0","","","",""
"2012-2013","TORINO","SCALENGHE","1 - Scuola dell'infanzia","1","3","29","47","76","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SCALENGHE","2 - Scuola primaria","0","","","","","1","7","60","66","126","0","","","","","0","","","",""
"2012-2013","TORINO","SCALENGHE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","55","54","109","0","","","",""
"2012-2013","TORINO","SCARMAGNO","1 - Scuola dell'infanzia","1","2","33","24","57","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SCARMAGNO","2 - Scuola primaria","0","","","","","1","6","56","72","128","0","","","","","0","","","",""
"2012-2013","TORINO","SCIOLZE","1 - Scuola dell'infanzia","1","2","27","19","46","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SCIOLZE","2 - Scuola primaria","0","","","","","1","5","22","56","78","0","","","","","0","","","",""
"2012-2013","TORINO","SESTRIERE","1 - Scuola dell'infanzia","1","1","16","12","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SESTRIERE","2 - Scuola primaria","0","","","","","1","5","21","19","40","0","","","","","0","","","",""
"2012-2013","TORINO","SESTRIERE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","2","14","12","26","0","","","",""
"2012-2013","TORINO","SETTIMO TORINESE","1 - Scuola dell'infanzia","13","48","674","585","1259","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SETTIMO TORINESE","2 - Scuola primaria","0","","","","","8","99","1035","1098","2133","0","","","","","0","","","",""
"2012-2013","TORINO","SETTIMO TORINESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","5","63","665","734","1399","0","","","",""
"2012-2013","TORINO","SETTIMO TORINESE","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","8","68","556","983","1539"
"2012-2013","TORINO","SETTIMO VITTONE","1 - Scuola dell'infanzia","1","1","19","10","29","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SETTIMO VITTONE","2 - Scuola primaria","0","","","","","1","5","32","31","63","0","","","","","0","","","",""
"2012-2013","TORINO","SETTIMO VITTONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","64","54","118","0","","","",""
"2012-2013","TORINO","SPARONE","1 - Scuola dell'infanzia","1","1","12","11","23","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SPARONE","2 - Scuola primaria","0","","","","","1","5","20","18","38","0","","","","","0","","","",""
"2012-2013","TORINO","STRAMBINO","1 - Scuola dell'infanzia","3","7","86","80","166","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","STRAMBINO","2 - Scuola primaria","0","","","","","1","13","139","140","279","0","","","","","0","","","",""
"2012-2013","TORINO","STRAMBINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","135","132","267","0","","","",""
"2012-2013","TORINO","SUSA","1 - Scuola dell'infanzia","2","8","101","92","193","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SUSA","2 - Scuola primaria","0","","","","","3","17","188","157","345","0","","","","","0","","","",""
"2012-2013","TORINO","SUSA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","15","169","180","349","0","","","",""
"2012-2013","TORINO","SUSA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","7","41","389","427","816"
"2012-2013","TORINO","TAVAGNASCO","1 - Scuola dell'infanzia","1","1","6","7","13","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","TAVAGNASCO","2 - Scuola primaria","0","","","","","1","2","21","23","44","0","","","","","0","","","",""
"2012-2013","TORINO","TORINO","1 - Scuola dell'infanzia","214","865","11135","10420","21563","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","TORINO","2 - Scuola primaria","0","","","","","139","1667","17829","19023","36852","0","","","","","0","","","",""
"2012-2013","TORINO","TORINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","88","1026","11064","12107","23171","0","","","",""
"2012-2013","TORINO","TORINO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","179","2044","23321","22176","45497"
"2012-2013","TORINO","TORRAZZA PIEMONTE","1 - Scuola dell'infanzia","1","3","29","37","66","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","TORRAZZA PIEMONTE","2 - Scuola primaria","0","","","","","1","7","61","70","131","0","","","","","0","","","",""
"2012-2013","TORINO","TORRAZZA PIEMONTE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","23","46","69","0","","","",""
"2012-2013","TORINO","TORRE CANAVESE","2 - Scuola primaria","0","","","","","1","3","12","5","17","0","","","","","0","","","",""
"2012-2013","TORINO","TORRE PELLICE","1 - Scuola dell'infanzia","2","4","47","63","110","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","TORRE PELLICE","2 - Scuola primaria","0","","","","","2","12","102","112","214","0","","","","","0","","","",""
"2012-2013","TORINO","TORRE PELLICE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","7","63","82","145","0","","","",""
"2012-2013","TORINO","TORRE PELLICE","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","3","17","47","29","76"
"2012-2013","TORINO","TRANA","1 - Scuola dell'infanzia","2","3","44","36","80","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","TRANA","2 - Scuola primaria","0","","","","","2","11","75","81","156","0","","","","","0","","","",""
"2012-2013","TORINO","TRANA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","5","37","54","91","0","","","",""
"2012-2013","TORINO","TRAVES","2 - Scuola primaria","0","","","","","1","4","9","9","18","0","","","","","0","","","",""
"2012-2013","TORINO","TROFARELLO","1 - Scuola dell'infanzia","4","13","163","127","290","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","TROFARELLO","2 - Scuola primaria","0","","","","","1","21","222","217","439","0","","","","","0","","","",""
"2012-2013","TORINO","TROFARELLO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","14","132","167","299","0","","","",""
"2012-2013","TORINO","VAIE","1 - Scuola dell'infanzia","1","2","24","22","46","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VAIE","2 - Scuola primaria","0","","","","","1","5","40","41","81","0","","","","","0","","","",""
"2012-2013","TORINO","VAL DELLA TORRE","1 - Scuola dell'infanzia","1","3","39","34","73","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VAL DELLA TORRE","2 - Scuola primaria","0","","","","","1","6","59","50","109","0","","","","","0","","","",""
"2012-2013","TORINO","VALGIOIE","2 - Scuola primaria","0","","","","","1","5","6","14","20","0","","","","","0","","","",""
"2012-2013","TORINO","VALLO TORINESE","1 - Scuola dell'infanzia","1","1","15","6","21","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VALLO TORINESE","2 - Scuola primaria","0","","","","","1","3","25","30","55","0","","","","","0","","","",""
"2012-2013","TORINO","VALPERGA","1 - Scuola dell'infanzia","2","4","40","27","67","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VALPERGA","2 - Scuola primaria","0","","","","","1","9","78","76","154","0","","","","","0","","","",""
"2012-2013","TORINO","VALPERGA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","11","96","131","227","0","","","",""
"2012-2013","TORINO","VALPRATO SOANA","1 - Scuola dell'infanzia","1","1","2","3","5","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VARISELLA","1 - Scuola dell'infanzia","1","1","10","10","20","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VARISELLA","2 - Scuola primaria","0","","","","","1","2","10","14","24","0","","","","","0","","","",""
"2012-2013","TORINO","VAUDA CANAVESE","1 - Scuola dell'infanzia","1","2","23","18","41","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VAUDA CANAVESE","2 - Scuola primaria","0","","","","","1","5","20","23","43","0","","","","","0","","","",""
"2012-2013","TORINO","VENARIA REALE","1 - Scuola dell'infanzia","11","38","509","471","980","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VENARIA REALE","2 - Scuola primaria","0","","","","","7","76","801","865","1666","0","","","","","0","","","",""
"2012-2013","TORINO","VENARIA REALE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","4","47","513","546","1059","0","","","",""
"2012-2013","TORINO","VENARIA REALE","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","2","34","403","418","821"
"2012-2013","TORINO","VENAUS","1 - Scuola dell'infanzia","1","1","15","9","24","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VENAUS","2 - Scuola primaria","0","","","","","1","5","14","20","34","0","","","","","0","","","",""
"2012-2013","TORINO","VEROLENGO","1 - Scuola dell'infanzia","2","6","66","64","130","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VEROLENGO","2 - Scuola primaria","0","","","","","1","10","100","97","197","0","","","","","0","","","",""
"2012-2013","TORINO","VEROLENGO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","45","54","99","0","","","",""
"2012-2013","TORINO","VERRUA SAVOIA","1 - Scuola dell'infanzia","1","1","15","13","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VERRUA SAVOIA","2 - Scuola primaria","0","","","","","1","5","37","40","77","0","","","","","0","","","",""
"2012-2013","TORINO","VESTIGNE'","1 - Scuola dell'infanzia","1","2","26","20","46","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VESTIGNE'","2 - Scuola primaria","0","","","","","1","5","35","48","83","0","","","","","0","","","",""
"2012-2013","TORINO","VESTIGNE'","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","63","71","134","0","","","",""
"2012-2013","TORINO","VICO CANAVESE","1 - Scuola dell'infanzia","1","2","18","21","39","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VICO CANAVESE","2 - Scuola primaria","0","","","","","1","5","27","27","54","0","","","","","0","","","",""
"2012-2013","TORINO","VICO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","34","58","92","0","","","",""
"2012-2013","TORINO","VIGONE","1 - Scuola dell'infanzia","1","5","71","64","135","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VIGONE","2 - Scuola primaria","0","","","","","1","11","98","99","197","0","","","","","0","","","",""
"2012-2013","TORINO","VIGONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","86","86","172","0","","","",""
"2012-2013","TORINO","VILLAFRANCA PIEMONTE","1 - Scuola dell'infanzia","1","5","80","65","145","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","VILLAFRANCA PIEMONTE","2 - Scuola primaria","0","","","","","1","10","104","109","213","0","","","","","0","","","",""
"2012-2013","TORINO","VILLAFRANCA PIEMONTE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","68","60","128","0","","","",""
"2012-2013","TORINO","VILLANOVA CANAVESE","1 - Scuola dell'infanzia","1","1","14","11","25","0","","","","","0","","","","","0","","","",""
